iter	Passed	Remaining
197	369094	8951475
198	371113	8953347
199	373235	8957644
200	374955	8952287
201	376833	8950729
202	378695	8948776
203	380475	8944908
204	382174	8939152
205	384066	8937926
206	385864	8934538
207	387857	8935644
208	389889	8937600
209	391730	8935186
210	393747	8936756
211	395685	8936527
212	397655	8936987
213	399827	8941943
214	401637	8938768
215	403720	8941653
216	405688	8941983
217	407518	8939235
218	409578	8941518
219	411061	8931246
220	412938	8929555
221	414625	8923782
222	416770	8927859
223	418484	8922677
224	420348	8920738
225	421896	8912086
226	423906	8913247
227	425825	8912459
228	428119	8919476
229	430012	8918087
230	431783	8914180
231	433687	8913018
232	435437	8908716
233	437570	8912226
234	439575	8913096
235	441615	8914647
236	443629	8915648
237	445536	8914472
238	447525	8914928
239	449536	8915802
240	451273	8911253
241	452089	8888607
242	453783	8883324
243	456075	8889731
244	457974	8888436
245	460157	8892644
246	461824	8886850
247	463698	8885062
248	465371	8879430
249	467139	8875645
250	468902	8871776
251	470814	8870734
252	472727	8869713
253	474766	8871025
254	477000	8875954
255	479258	8881255
256	481117	8879142
257	483188	8880927
258	485107	8879895
259	486948	8877451
260	488640	8872292
261	490500	8870203
262	492302	8867057
263	494166	8865045
264	496021	8862866
265	497894	8861019
266	499811	8859958
267	501392	8852946
268	503380	8853141
269	505235	8850976
270	507017	8847543
271	508835	8844763
272	510852	8845413
273	512665	8842539
274	514765	8844600
275	516710	8843989
276	518459	8840020
277	520442	8840038
278	522504	8841378
279	524261	8837550
280	526475	8841412
281	528168	8836517
282	530323	8839342
283	532389	8840670
284	534160	8837075
285	535833	8831891
286	537593	8828151
287	539812	8831940
288	541472	8826567
289	543519	8827511
290	545583	8828703
291	547505	8827595
292	549690	8830689
293	551858	8833491
294	554024	8836218
295	555959	8835245
296	558138	8838138
297	560341	8841366
298	562480	8843555
299	564525	8844227
300	566656	8846247
301	568835	8848974
302	570942	8850545
303	572544	8844308
304	574602	8845118
305	576788	8847854
306	578876	8849072
307	581025	8851208
308	582959	8850037
309	585090	8851851
310	587194	8853231
311	589130	8852059
312	591090	8851252
313	592972	8849258
314	595021	8849769
315	596907	8847835
316	599041	8849568
317	600998	8848668
318	602941	8847554
319	604937	8847205
320	606873	8845988
321	608764	8844098
322	611052	8847967
323	613225	8850129
324	615111	8848136
325	617159	8848470
326	619227	8849080
327	621194	8848236
328	622914	8843877
329	624923	8843616
330	626769	8841054
331	628657	8839075
332	630722	8839585
333	632014	8829281
334	633919	8827558
335	636098	8829647
336	637965	8827399
337	640018	8827715
338	642121	8828691
339	644182	8829087
340	645803	8823454
341	647969	8825263
342	649847	8823150
343	651517	8818213
344	653422	8816469
345	655248	8813662
346	657292	8813775
347	659019	8809656
348	660930	8807990
349	663051	8809116
350	665122	8809551
351	666809	8804915
352	668862	8805114
353	671106	8807794
354	673011	8806026
355	675169	8807549
356	677049	8805438
357	678959	8803719
358	681173	8805925
359	683284	8806783
360	685403	8807723
361	687325	8806115
362	689223	8804212
363	691022	8801048
364	693279	8803701
365	695375	8804295
366	697294	8802629
367	698991	8798177
368	700875	8796088
369	702775	8794187
370	704612	8791512
371	706791	8793091
372	708718	8791529
373	710825	8792191
374	712778	8790931
375	714576	8787767
376	716653	8788038
377	718963	8791130
378	720979	8790620
379	722900	8788948
380	724995	8789386
381	727277	8792061
382	729025	8788274
383	731191	8789528
384	733325	8790380
385	735175	8787824
386	737094	8786093
387	738826	8782139
388	740817	8781259
389	742600	8777923
390	744395	8774725
391	746309	8772950
392	748222	8771152
393	750364	8772022
394	752106	8768225
395	754138	8767817
396	755771	8762764
397	757705	8761212
398	759420	8757127
399	761616	8758594
400	763607	8757686
401	765837	8759502
402	767846	8758783
403	770096	8760802
404	772075	8759722
405	774146	8759677
406	775638	8753092
407	777377	8749306
408	779486	8749690
409	781345	8747258
410	783099	8743653
411	784832	8739833
412	786512	8735431
413	788388	8733209
414	790594	8734643
415	792654	8734445
416	794601	8732993
417	796817	8734491
418	798753	8732916
419	800597	8730320
420	802433	8727652
421	804583	8728399
422	806901	8730938
423	808712	8727992
424	810435	8724103
425	812147	8720100
426	813920	8716764
427	815917	8715824
428	817848	8714187
429	819714	8711853
430	821833	8712197
431	823803	8710961
432	825793	8709929
433	827874	8709850
434	829793	8708063
435	831951	8708777
436	833675	8704943
437	835528	8702466
438	837352	8699692
439	838980	8694892
440	840656	8690598
441	842794	8691079
442	844925	8691475
443	846961	8690893
444	849084	8691189
445	850873	8688066
446	852721	8685553
447	854708	8684449
448	856755	8683947
449	858607	8681479
450	860606	8680488
451	862748	8680930
452	864440	8676843
453	866236	8673817
454	868227	8672730
455	869968	8669156
456	871686	8665363
457	873561	8663138
458	875351	8660065
459	877309	8658661
460	879193	8656527
461	881052	8654143
462	883250	8655088
463	884963	8651285
464	886920	8649858
465	888932	8648972
466	891021	8648824
467	892940	8647025
468	894804	8644687
469	897033	8645877
470	898951	8644056
471	900673	8640363
472	902630	8638914
473	904505	8636690
474	906202	8632774
475	908013	8629938
476	909999	8628783
477	912106	8628752
478	913808	8624902
479	916055	8626193
480	917907	8623750
481	919809	8621783
482	921856	8621167
483	923856	8620118
484	925593	8616612
485	927210	8611990
486	929421	8612889
487	931272	8610449
488	933036	8607217
489	934648	8602580
490	936774	8602680
491	938770	8601581
492	940835	8601102
493	942798	8599692
494	944455	8595494
495	946745	8597059
496	948759	8596101
497	950476	8592458
498	952351	8590248
499	954259	8588338
500	956223	8586926
501	958068	8584447
502	959937	8582180
503	961934	8581069
504	963666	8577584
505	965451	8574586
506	967037	8569820
507	969130	8569557
508	971172	8568833
509	973384	8569601
510	975243	8567257
511	977408	8567594
512	979463	8566962
513	981423	8565496
514	983267	8563019
515	985395	8563014
516	987460	8562450
517	989656	8563011
518	991592	8561320
519	993397	8558500
520	995512	8558349
521	997635	8558262
522	999711	8557757
523	1001675	8556296
524	1003811	8556298
525	1005462	8552166
526	1007322	8549817
527	1009258	8548114
528	1011262	8546986
529	1013182	8545142
530	1015108	8543351
531	1016966	8540992
532	1019197	8541753
533	1021394	8542220
534	1023343	8540611
535	1025348	8539468
536	1027319	8538036
537	1028981	8534041
538	1030986	8532898
539	1032800	8530169
540	1034766	8528692
541	1036970	8529176
542	1038966	8527943
543	1041040	8527348
544	1042675	8523153
545	1044729	8522391
546	1046888	8522474
547	1048930	8521603
548	1050697	8518498
549	1052410	8514959
550	1054544	8514821
551	1056507	8513309
552	1058313	8510525
553	1060413	8510101
554	1062363	8508477
555	1064252	8506366
556	1066341	8505843
557	1068446	8505443
558	1070371	8503612
559	1072122	8500399
560	1073816	8496739
561	1075523	8493188
562	1077809	8494213
563	1079865	8493408
564	1081540	8489612
565	1083369	8487035
566	1085364	8485749
567	1087373	8484578
568	1089548	8484689
569	1091783	8485268
570	1093588	8482489
571	1095842	8483199
572	1097715	8480956
573	1099575	8478604
574	1101264	8474945
575	1103193	8473136
576	1105283	8472559
577	1107551	8473346
578	1109443	8471246
579	1111184	8467990
580	1113053	8465718
581	1114994	8463993
582	1117149	8463889
583	1119203	8463017
584	1121423	8463393
585	1123607	8463484
586	1125708	8462946
587	1127789	8462255
588	1129688	8460199
589	1131339	8456279
590	1133509	8456252
591	1135640	8455915
592	1137835	8456053
593	1140017	8456091
594	1142240	8456421
595	1143857	8452262
596	1145961	8451705
597	1147819	8449334
598	1149723	8447297
599	1151582	8444940
600	1153525	8443192
601	1155283	8440094
602	1157223	8438324
603	1159467	8438773
604	1161657	8438815
605	1163573	8436864
606	1165321	8433700
607	1167055	8430440
608	1169066	8429180
609	1171004	8427395
610	1172768	8424356
611	1174568	8421579
612	1176634	8420707
613	1178432	8417926
614	1180437	8416612
615	1182659	8416850
616	1184502	8414379
617	1186426	8412496
618	1188223	8409702
619	1190343	8409204
620	1192283	8407420
621	1194341	8406474
622	1196437	8405792
623	1198353	8403834
624	1200210	8401476
625	1202172	8399846
626	1204082	8397853
627	1206008	8395966
628	1208180	8395796
629	1210113	8393961
630	1211798	8390410
631	1213900	8389744
632	1215949	8388705
633	1217800	8386303
634	1219906	8385653
635	1221938	8384497
636	1224002	8383549
637	1225744	8380403
638	1227874	8379905
639	1229735	8377575
640	1231899	8377303
641	1233594	8373842
642	1235855	8374215
643	1237729	8371972
644	1239904	8371759
645	1241937	8370581
646	1243890	8368863
647	1246197	8369523
648	1248288	8368723
649	1249980	8365254
650	1252044	8364275
651	1254163	8363654
652	1255982	8361034
653	1258225	8361233
654	1260196	8359624
655	1262027	8357084
656	1264179	8356670
657	1266161	8355127
658	1268419	8355402
659	1270128	8352054
660	1272273	8351579
661	1274338	8350572
662	1276282	8348774
663	1278459	8348496
664	1280524	8347481
665	1282465	8345653
666	1284417	8343901
667	1286089	8340331
668	1288152	8339292
669	1290352	8339142
670	1292392	8337951
671	1294296	8335884
672	1295985	8332438
673	1297680	8329027
674	1299506	8326467
675	1301196	8323035
676	1303277	8322108
677	1305123	8319679
678	1307235	8318948
679	1309455	8318896
680	1311461	8317479
681	1313498	8316258
682	1315589	8315373
683	1317802	8315255
684	1319707	8313192
685	1321512	8310505
686	1323261	8307463
687	1325066	8304774
688	1326888	8302198
689	1328829	8300370
690	1330568	8297279
691	1332618	8296124
692	1334306	8292724
693	1336131	8290176
694	1338094	8288484
695	1339964	8286218
696	1342089	8285524
697	1343912	8282965
698	1345911	8281493
699	1347953	8280287
700	1349916	8278589
701	1351672	8275625
702	1353615	8273808
703	1355263	8270189
704	1357283	8268840
705	1359284	8267378
706	1361153	8265105
707	1363359	8264885
708	1365270	8262871
709	1367017	8259865
710	1369178	8259360
711	1371129	8257589
712	1372858	8254481
713	1374862	8253023
714	1376947	8252056
715	1378873	8250131
716	1380543	8246678
717	1382548	8245229
718	1384727	8244807
719	1386845	8244026
720	1388635	8241292
721	1390354	8238140
722	1392494	8237482
723	1394307	8234890
724	1396405	8233974
725	1398579	8233510
726	1400799	8233312
727	1402755	8231556
728	1404550	8228855
729	1406603	8227665
730	1408635	8226352
731	1410558	8224402
732	1412381	8221871
733	1414028	8218317
734	1415495	8213722
735	1417740	8213651
736	1419629	8211507
737	1421756	8210738
738	1423772	8209328
739	1426016	8209228
740	1428039	8207855
741	1429951	8205838
742	1431868	8203854
743	1433598	8200802
744	1435430	8198330
745	1437312	8196148
746	1439235	8194201
747	1441401	8193636
748	1443330	8191719
749	1445197	8189455
750	1447055	8187133
751	1448652	8183347
752	1450721	8182222
753	1452641	8180259
754	1454915	8180287
755	1456780	8178010
756	1458961	8177508
757	1460867	8175462
758	1462896	8174103
759	1464958	8172923
760	1466832	8170701
761	1468804	8169018
762	1470446	8165509
763	1472542	8164514
764	1474517	8162849
765	1476456	8160987
766	1478626	8160401
767	1480683	8159183
768	1482587	8157124
769	1484524	8155244
770	1486484	8153491
771	1488498	8152034
772	1490702	8151613
773	1492868	8150984
774	1494809	8149121
775	1496918	8148173
776	1498638	8145111
777	1500608	8143407
778	1502770	8142739
779	1504414	8139268
780	1506280	8136999
781	1508183	8134931
782	1509952	8132146
783	1511970	8130697
784	1514135	8130039
785	1516211	8128900
786	1518352	8128107
787	1520453	8127091
788	1522461	8125582
789	1524383	8123614
790	1526426	8122288
791	1528611	8121715
792	1530655	8120386
793	1532832	8119766
794	1534424	8116042
795	1536656	8115706
796	1538580	8113741
797	1540335	8110891
798	1542259	8108928
799	1544120	8106634
800	1546039	8104643
801	1548037	8103070
802	1549939	8100991
803	1551555	8097423
804	1553559	8095877
805	1555362	8093285
806	1557407	8091956
807	1559340	8090045
808	1561557	8089600
809	1563683	8088682
810	1565697	8087187
811	1567681	8085528
812	1569532	8083190
813	1571636	8082149
814	1573569	8080233
815	1575724	8079451
816	1577982	8079190
817	1579665	8075993
818	1581551	8073831
819	1583629	8072649
820	1585598	8070906
821	1587264	8067626
822	1589091	8065169
823	1590974	8062998
824	1593066	8061884
825	1595118	8060561
826	1597156	8059171
827	1599398	8058806
828	1601532	8057889
829	1603365	8055462
830	1605341	8053751
831	1607224	8051575
832	1609101	8049370
833	1611227	8048410
834	1613314	8047253
835	1615203	8045106
836	1617018	8042589
837	1618814	8039985
838	1620736	8038005
839	1622523	8035355
840	1624650	8034390
841	1626908	8034068
842	1628904	8032452
843	1631051	8031577
844	1632919	8029327
845	1635105	8028638
846	1636970	8026375
847	1638992	8024876
848	1641091	8023759
849	1643094	8022169
850	1644772	8018992
851	1646578	8016442
852	1648542	8014659
853	1650368	8012212
854	1652502	8011254
855	1654251	8008432
856	1656153	8006354
857	1658162	8004787
858	1660152	8003135
859	1662070	8001132
860	1664107	7999697
861	1666271	7998875
862	1668285	7997331
863	1670335	7995957
864	1672197	7993685
865	1674040	7991320
866	1676262	7990763
867	1678084	7988298
868	1679804	7985351
869	1681600	7982768
870	1683442	7980406
871	1685296	7978100
872	1687262	7976326
873	1689302	7974898
874	1691268	7973121
875	1693213	7971244
876	1695322	7970143
877	1697178	7967847
878	1699063	7965689
879	1700993	7963744
880	1702855	7961478
881	1704757	7959401
882	1706653	7957295
883	1708685	7955826
884	1710753	7954521
885	1712616	7952262
886	1714746	7951244
887	1716696	7949389
888	1718849	7948471
889	1720679	7946057
890	1722361	7942966
891	1724355	7941312
892	1726224	7939087
893	1728251	7937583
894	1730096	7935249
895	1731872	7932594
896	1733738	7930356
897	1735825	7929125
898	1738071	7928623
899	1739872	7926086
900	1741963	7924868
901	1744058	7923673
902	1746171	7922552
903	1748082	7920516
904	1750131	7919101
905	1752068	7917182
906	1753881	7914705
907	1756033	7913754
908	1758235	7913027
909	1760089	7910733
910	1761975	7908580
911	1763905	7906629
912	1765802	7904529
913	1767764	7902721
914	1769970	7902001
915	1771792	7899565
916	1773676	7897407
917	1775595	7895402
918	1777729	7894357
919	1779388	7891200
920	1781230	7888857
921	1783061	7886468
922	1784841	7883857
923	1786723	7881695
924	1788443	7878818
925	1790624	7877974
926	1792462	7875619
927	1794374	7873590
928	1796497	7872487
929	1798382	7870339
930	1800162	7867735
931	1802102	7865828
932	1803845	7863064
933	1805482	7859841
934	1807551	7858501
935	1809207	7855364
936	1810939	7852556
937	1812992	7851147
938	1815238	7850568
939	1817398	7849616
940	1819199	7847108
941	1821441	7846506
942	1823235	7843974
943	1825302	7842612
944	1827444	7841574
945	1829313	7839364
946	1831314	7837716
947	1833354	7836238
948	1835210	7833971
949	1837057	7831667
950	1838941	7829519
951	1841160	7828799
952	1843257	7827559
953	1845215	7825726
954	1846999	7823154
955	1848766	7820515
956	1850357	7817130
957	1852445	7815849
958	1854480	7814342
959	1856349	7812138
960	1858265	7810131
961	1860109	7807817
962	1862020	7805790
963	1864182	7804811
964	1866395	7804046
965	1868278	7801898
966	1870248	7800115
967	1872147	7798037
968	1874218	7796670
969	1876111	7794564
970	1878173	7793164
971	1880000	7790781
972	1881971	7789001
973	1884044	7787643
974	1886179	7786535
975	1888058	7784370
976	1890030	7782591
977	1892007	7780831
978	1893825	7778419
979	1895733	7776377
980	1897589	7774122
981	1899275	7771169
982	1901255	7769422
983	1903066	7766988
984	1904752	7764040
985	1906752	7762379
986	1908232	7758600
987	1910312	7757261
988	1912366	7755815
989	1914549	7754893
990	1916452	7752835
991	1918224	7750246
992	1919975	7747575
993	1921968	7745882
994	1923955	7744162
995	1926017	7742744
996	1928011	7741053
997	1929742	7738307
998	1931738	7736620
999	1933620	7734482
1000	1935343	7731707
1001	1937269	7729743
1002	1939263	7728053
1003	1941084	7725669
1004	1943260	7724700
1005	1945459	7723823
1006	1947411	7721960
1007	1949534	7720776
1008	1951587	7719310
1009	1953505	7717314
1010	1955664	7716267
1011	1957662	7714584
1012	1959820	7713527
1013	1961773	7711664
1014	1963790	7710054
1015	1965958	7709035
1016	1967877	7707037
1017	1970022	7705921
1018	1971835	7703509
1019	1973495	7700501
1020	1975515	7698899
1021	1977421	7696853
1022	1979256	7694527
1023	1981096	7692227
1024	1983027	7690277
1025	1985043	7688656
1026	1986918	7686491
1027	1989064	7685374
1028	1990897	7683046
1029	1992959	7681602
1030	1994631	7678652
1031	1996615	7676907
1032	1998650	7675358
1033	2000542	7673260
1034	2002431	7671149
1035	2004459	7669573
1036	2006104	7666531
1037	2007863	7663925
1038	2009889	7662341
1039	2011880	7660622
1040	2013754	7658458
1041	2015666	7656437
1042	2017676	7654788
1043	2019689	7653152
1044	2021560	7650978
1045	2023533	7649187
1046	2025617	7647818
1047	2027642	7646224
1048	2029383	7643558
1049	2031369	7641819
1050	2033014	7638796
1051	2034655	7635761
1052	2036688	7634196
1053	2038484	7631745
1054	2040638	7630634
1055	2042783	7629485
1056	2044891	7628200
1057	2047161	7627516
1058	2049267	7626217
1059	2051360	7624867
1060	2053383	7623258
1061	2055511	7622037
1062	2057382	7619863
1063	2059406	7618253
1064	2061559	7617123
1065	2063559	7615425
1066	2065528	7613613
1067	2067522	7611888
1068	2069391	7609706
1069	2071222	7607387
1070	2073057	7605083
1071	2074859	7602656
1072	2076817	7600804
1073	2078569	7598198
1074	2080754	7597175
