iter	Logloss
132	0.6093759389
133	0.6093172152
134	0.6092425211
135	0.6091957881
136	0.6091412933
137	0.6090775984
138	0.6090245241
139	0.6089704484
140	0.6089068421
141	0.6088615229
142	0.6088101802
143	0.6087446512
144	0.6086895567
145	0.6086395334
146	0.6085857637
147	0.6085316522
148	0.6084625571
149	0.6084243077
150	0.6083900052
151	0.6083547671
152	0.6082827858
153	0.6082288956
154	0.6081664332
155	0.6081043294
156	0.608065331
157	0.608004332
158	0.6079773944
159	0.6079324361
160	0.6078806738
161	0.6078269306
162	0.6077866707
163	0.6077431383
164	0.6076919607
165	0.6076413441
166	0.6075923944
167	0.6075514389
168	0.6074856111
169	0.6074436487
170	0.6074140899
171	0.6073428756
172	0.6073049214
173	0.6072427373
174	0.6072002239
175	0.6071523217
176	0.6071253072
177	0.6070927581
178	0.6070370389
179	0.6069856495
180	0.6069206066
181	0.6068819106
182	0.6068462517
183	0.6068174645
184	0.606790728
185	0.6067361482
186	0.6066932244
187	0.6066678766
188	0.606632153
189	0.60659855
190	0.6065630338
191	0.6064918361
192	0.6064674388
193	0.6064369659
194	0.6064024818
195	0.6063691967
196	0.6062846076
197	0.6062524615
198	0.6062122722
199	0.6061769484
200	0.606163912
201	0.6061018995
202	0.6060616774
203	0.606024961
204	0.6059974915
205	0.605956801
206	0.6058830065
207	0.6058490658
208	0.6058143779
209	0.6057933422
210	0.6057499333
211	0.6056925685
212	0.6056740421
213	0.60563613
214	0.605611686
215	0.6055859848
216	0.6054956386
217	0.6054643862
218	0.6054305324
219	0.6053575835
220	0.6053153726
221	0.6052887251
222	0.6052566827
223	0.6052311867
224	0.6052099529
225	0.6051795376
226	0.6051386317
227	0.6050905742
228	0.6050653372
229	0.6049866811
230	0.6049384577
231	0.6049038498
232	0.6048525912
233	0.6048109466
234	0.6047729252
235	0.6047408202
236	0.6046981128
237	0.6046680891
238	0.604640098
239	0.6046179123
240	0.6045511676
241	0.6045448025
242	0.6044917466
243	0.6044715476
244	0.6044152017
245	0.6043663168
246	0.6043514453
247	0.6043271521
248	0.6042835548
249	0.604254518
250	0.6042264028
251	0.6041953094
252	0.6041746263
253	0.6041390594
254	0.6041041566
255	0.6040697155
256	0.6040542745
257	0.6040189367
258	0.6039760557
259	0.6039476915
260	0.6039241605
261	0.6038819532
262	0.6038459938
263	0.6038116585
264	0.6037766312
265	0.6037564712
266	0.6037235873
267	0.6036809099
268	0.6036478794
269	0.6036002025
270	0.6035419399
271	0.6035120247
272	0.6034728472
273	0.6034273196
274	0.6034030984
275	0.6033642211
276	0.6033356608
277	0.6033129912
278	0.6032743215
279	0.60324534
280	0.6032114706
281	0.6031682771
282	0.6031408234
283	0.6031099158
284	0.6030827955
285	0.6030540632
286	0.6030202237
287	0.6029821203
288	0.6029383889
289	0.6029051673
290	0.6028793229
291	0.602843776
292	0.6028064677
293	0.6027792953
294	0.6027530041
295	0.6027306047
296	0.6026951733
297	0.6026615393
298	0.6026260505
299	0.602590462
300	0.6025626452
301	0.6025341522
302	0.6025008441
303	0.6024644511
304	0.6024268275
305	0.6023948531
306	0.6023665353
307	0.6023364983
308	0.6023078374
309	0.6022820844
310	0.6022464124
311	0.6022239011
312	0.6021876926
313	0.6021640433
314	0.6021397556
315	0.6020949507
316	0.6020726138
317	0.6020480492
318	0.602014167
319	0.6019763572
320	0.6019451847
321	0.6019123164
322	0.60188224
323	0.6018575563
324	0.601825727
325	0.6017917104
326	0.6017614598
327	0.6017356936
328	0.6017025687
329	0.6016701991
330	0.6016396732
331	0.6015992195
332	0.6015771709
333	0.6015502894
334	0.6015202467
335	0.6014864464
336	0.6014608876
337	0.6014378222
338	0.6014051826
339	0.6013765627
340	0.6013313668
341	0.601308283
342	0.6012805498
343	0.6012502294
344	0.6012177039
345	0.6011978944
346	0.6011733387
347	0.6011325687
348	0.6011041351
349	0.6010786069
350	0.6010491758
351	0.6010175682
352	0.6009827034
353	0.6009610606
354	0.6009317193
355	0.6009043891
356	0.6008766849
357	0.6008519423
358	0.6008355979
359	0.6008014555
360	0.6007800404
361	0.6007531723
362	0.6007325715
363	0.6007132333
364	0.6006788831
365	0.6006452307
366	0.6006194381
367	0.600590704
368	0.6005639498
369	0.6005359584
370	0.6005151721
371	0.6004931327
372	0.6004673508
373	0.6004373604
374	0.6003834968
375	0.6003641628
376	0.6003380089
377	0.6003160374
378	0.6002909589
379	0.6002541125
380	0.600230951
381	0.6002083707
382	0.6001736749
383	0.6001517154
384	0.600128602
385	0.6000885334
386	0.6000621661
387	0.6000278426
388	0.600004379
389	0.5999864289
390	0.5999607327
391	0.5999371694
392	0.5999114935
393	0.5998847857
394	0.5998556976
395	0.5998374592
396	0.5998103155
397	0.599791026
398	0.5997613605
399	0.5997381505
400	0.5997226012
401	0.5997021497
402	0.5996754835
403	0.5996565234
404	0.5996314109
405	0.5996082538
406	0.5995739767
407	0.5995300038
408	0.5995082459
409	0.5994842756
410	0.599461706
411	0.5994270827
412	0.5994051221
413	0.5993796373
414	0.5993577212
415	0.5993303696
416	0.5993121469
417	0.5992861756
418	0.5992589884
419	0.5992373394
420	0.5992117802
421	0.5991930847
422	0.5991733292
423	0.5991405015
424	0.599125381
425	0.5990962181
426	0.5990677569
427	0.5990520736
428	0.5990323713
429	0.5990056892
430	0.5989828361
431	0.5989606188
432	0.5989357992
433	0.598908889
434	0.5988853733
435	0.598869611
436	0.5988480784
437	0.598818935
438	0.5987933025
439	0.598768919
440	0.5987412866
441	0.5987212944
442	0.5986929212
443	0.5986701138
444	0.598644039
445	0.5986283553
446	0.5986038456
447	0.5985802791
448	0.5985626517
449	0.5985385478
450	0.5985206915
451	0.5985020124
452	0.5984671866
453	0.598442012
454	0.5984236439
455	0.5984048913
456	0.5983875151
457	0.598361195
458	0.5983385303
459	0.598316855
460	0.598294815
461	0.5982646766
462	0.5982416706
463	0.5982135936
464	0.5981910073
465	0.5981625071
466	0.5981433824
467	0.5981257132
468	0.5981008278
469	0.5980854805
470	0.5980645309
471	0.5980353557
472	0.5980123747
473	0.5979912972
474	0.5979695004
475	0.5979573491
476	0.5979299386
477	0.5979053639
478	0.5978792191
479	0.5978639942
480	0.5978491502
481	0.5978363631
482	0.5978138611
483	0.5977956719
484	0.5977762059
485	0.597753871
486	0.5977373378
487	0.5977163529
488	0.597694064
489	0.5976670488
490	0.5976475448
491	0.5976238277
492	0.5976039441
493	0.5975890754
494	0.5975646755
495	0.5975423551
496	0.5975232781
497	0.5975041727
498	0.5974818348
499	0.5974580335
500	0.5974407961
501	0.5974176476
502	0.5973992815
503	0.5973801643
504	0.5973689412
505	0.5973551933
506	0.5973315407
507	0.5973107634
508	0.5972879472
509	0.597267812
510	0.5972462086
511	0.5972296671
512	0.5972081115
513	0.5971874993
514	0.5971629809
515	0.5971442188
516	0.5971233105
517	0.5971037404
518	0.5970833584
519	0.5970656603
520	0.5970503547
521	0.5970354349
522	0.5970187765
523	0.5969962323
524	0.5969751007
525	0.5969614756
526	0.5969505191
527	0.5969399605
528	0.5969273259
529	0.5969092238
530	0.5968872045
531	0.5968638644
532	0.5968439788
533	0.5968252748
534	0.5968084331
535	0.5967868061
536	0.5967761832
537	0.5967600809
538	0.5967395325
539	0.5967106746
540	0.5966960548
541	0.5966785027
542	0.5966654455
543	0.5966476829
544	0.5966267051
545	0.5966011911
546	0.5965875588
547	0.5965678997
548	0.5965560171
549	0.5965484301
550	0.5965268417
551	0.5965032496
552	0.5964845054
553	0.596468351
554	0.5964450524
555	0.5964219444
556	0.5964016244
557	0.5963876461
558	0.5963642805
559	0.5963442115
560	0.5963325731
561	0.5963236251
562	0.596309333
563	0.5962917284
564	0.5962741687
565	0.596250827
566	0.5962312044
567	0.596211553
568	0.5961979609
569	0.5961846443
570	0.5961633875
571	0.5961429629
572	0.5961171707
573	0.5960996797
574	0.5960813036
575	0.5960631163
576	0.5960465826
577	0.5960247741
578	0.5960148077
579	0.5959949532
580	0.5959717808
581	0.5959547633
582	0.5959366073
583	0.5959195454
584	0.5959077108
585	0.5958919799
586	0.595877239
587	0.5958617747
588	0.5958422849
589	0.5958221317
590	0.5958090692
591	0.5957859326
592	0.5957670627
593	0.5957511541
594	0.5957366011
595	0.5957202857
596	0.5957023017
597	0.5956840481
598	0.5956683044
599	0.595652183
600	0.5956345658
601	0.5956230611
602	0.5956048172
603	0.5955849039
604	0.5955603495
605	0.5955538129
606	0.5955377542
607	0.5955165487
608	0.5954991002
609	0.5954766327
610	0.5954590503
611	0.59544162
612	0.595434934
613	0.5954197775
614	0.5954074085
615	0.5953883018
616	0.5953752779
617	0.5953551715
618	0.5953375964
619	0.5953232452
620	0.5953085074
621	0.5953004536
622	0.5952869266
623	0.595268777
624	0.5952534326
625	0.5952349578
626	0.5952152339
627	0.5951877899
628	0.5951745359
629	0.5951568911
630	0.5951392471
631	0.5951239578
632	0.5951066323
633	0.5950904744
634	0.5950764736
635	0.5950601512
636	0.5950403945
637	0.5950256194
638	0.595013079
639	0.5949956739
640	0.5949802889
641	0.5949643714
642	0.5949444389
643	0.5949223623
644	0.5949070174
645	0.5948849303
646	0.5948706246
647	0.5948551582
648	0.5948373536
649	0.5948202126
650	0.5948004498
651	0.5947806508
652	0.5947658765
653	0.5947572366
654	0.594740143
655	0.5947295109
656	0.5947105884
657	0.5946931167
658	0.5946812122
659	0.5946671699
660	0.5946459871
661	0.5946370664
662	0.5946185593
663	0.5946000577
664	0.5945819987
665	0.594569061
666	0.5945594389
667	0.5945449234
668	0.594529209
669	0.5945122432
670	0.5944905218
671	0.5944725184
672	0.5944580478
673	0.5944461864
674	0.5944301013
675	0.594415835
676	0.5943968216
677	0.5943735518
678	0.5943593888
679	0.5943465852
680	0.5943361639
681	0.5943198965
682	0.594303248
683	0.5942881881
684	0.5942650496
685	0.5942502627
686	0.594236211
687	0.5942190643
688	0.5942040622
689	0.5941900353
690	0.5941756447
691	0.5941568625
692	0.5941439063
693	0.5941292545
694	0.5941167807
695	0.5940978354
696	0.5940877162
697	0.5940811878
698	0.594064542
699	0.5940481444
700	0.594034996
701	0.5940143463
702	0.5939958716
703	0.5939760845
704	0.5939596803
705	0.5939430194
706	0.593934406
707	0.5939206523
708	0.5939046216
709	0.5938926824
710	0.5938816108
711	0.593869758
712	0.5938493793
713	0.5938382201
714	0.5938258948
715	0.5938109117
716	0.5937954356
717	0.5937845904
718	0.5937675275
719	0.5937515057
720	0.5937399277
721	0.5937311283
722	0.5937167965
723	0.593708108
724	0.5936952886
725	0.5936766576
726	0.5936616157
727	0.5936405295
728	0.5936223259
729	0.5936057954
730	0.5935896945
731	0.5935769687
732	0.5935680434
733	0.5935518471
734	0.5935330616
735	0.5935170444
736	0.5935067993
737	0.5934895636
738	0.5934749163
739	0.5934593674
740	0.593445371
741	0.5934312103
742	0.5934132105
743	0.5934023021
744	0.5933867193
745	0.593368301
746	0.5933552522
747	0.5933401959
748	0.5933283804
749	0.5933225907
750	0.5933055796
751	0.5932944484
752	0.5932841522
753	0.593266084
754	0.5932479042
755	0.5932323372
756	0.5932163289
757	0.5932061555
758	0.5931850588
759	0.593178149
760	0.5931535882
761	0.5931444161
762	0.5931243657
763	0.5931074703
764	0.5930902016
765	0.5930783554
766	0.5930652173
767	0.5930546806
768	0.5930448177
769	0.5930288026
770	0.5930221028
771	0.5930063457
772	0.5929935551
773	0.5929846236
774	0.5929708369
775	0.5929477182
776	0.5929340051
777	0.5929185239
778	0.5929055649
779	0.5928887201
780	0.592875269
781	0.5928597663
782	0.5928456298
783	0.5928302947
784	0.5928198868
785	0.5928055013
786	0.5927920309
787	0.592783427
788	0.5927641912
789	0.5927516617
790	0.5927377085
791	0.5927172242
792	0.5927040244
793	0.5926914246
794	0.5926759981
795	0.5926587307
796	0.5926498669
797	0.5926394728
798	0.5926235598
799	0.5926132608
800	0.5926023481
801	0.5925873103
802	0.592572302
803	0.5925583222
804	0.5925459039
805	0.5925320815
806	0.5925093154
807	0.5924933528
808	0.5924763033
809	0.5924641767
810	0.5924538123
811	0.592439993
812	0.5924282861
813	0.5924117009
814	0.5923948372
815	0.5923771884
816	0.592360643
817	0.5923498992
818	0.5923288843
819	0.5923110256
820	0.5922945602
821	0.592289506
822	0.5922829052
823	0.5922683454
824	0.5922527306
825	0.5922437384
826	0.592233768
827	0.5922176189
828	0.5922072299
829	0.5921997811
830	0.5921881159
831	0.5921727733
832	0.5921583202
833	0.5921485383
834	0.5921336425
835	0.5921205187
836	0.5921116873
837	0.5920957542
838	0.5920766791
839	0.5920630131
840	0.5920482579
841	0.5920316926
842	0.5920190498
843	0.5920059501
844	0.59199028
845	0.5919753722
846	0.5919589914
847	0.5919461005
848	0.5919330632
849	0.5919171501
850	0.5919011236
851	0.5918876855
852	0.5918811628
853	0.5918701905
854	0.5918546108
855	0.5918461983
856	0.5918264127
857	0.5918141838
858	0.5917981828
859	0.5917893346
860	0.5917798778
861	0.5917656924
862	0.591749101
863	0.5917315251
864	0.5917161899
865	0.5917127822
866	0.5916929576
867	0.5916809981
868	0.5916646223
869	0.5916522368
870	0.5916339978
871	0.5916211758
872	0.5915971932
873	0.5915884362
874	0.5915735727
875	0.5915639845
876	0.5915536182
877	0.5915375297
878	0.5915228387
879	0.5915137616
880	0.5915005626
881	0.5914871056
882	0.5914706614
883	0.5914598886
884	0.5914482644
885	0.5914333275
886	0.5914177085
887	0.5914094443
888	0.5913917579
889	0.591376045
890	0.5913617397
891	0.5913471356
892	0.5913333028
893	0.5913182677
894	0.5913039316
895	0.5912890682
896	0.5912766502
897	0.5912651276
898	0.5912498499
899	0.5912340223
900	0.5912237742
901	0.5912081846
902	0.5911937006
903	0.5911836542
904	0.5911661165
905	0.591159224
906	0.5911540601
907	0.5911411328
908	0.5911295738
909	0.5911232225
910	0.5911095389
911	0.5910968752
912	0.5910867363
913	0.5910757421
914	0.5910599611
915	0.5910457461
916	0.591030911
917	0.5910206686
918	0.5910128215
919	0.5910051339
920	0.5909884951
921	0.590983354
922	0.5909699256
923	0.5909548884
924	0.5909423163
925	0.5909325954
926	0.5909263103
927	0.5909139147
928	0.5909014988
929	0.5908933062
930	0.590885303
931	0.5908681742
932	0.5908557827
933	0.5908410262
934	0.5908254209
935	0.5908118085
936	0.5908000427
937	0.5907906777
938	0.5907734707
939	0.5907606265
940	0.5907451912
941	0.5907317654
942	0.5907214923
943	0.5907046809
944	0.5906921214
945	0.5906765672
946	0.5906587426
947	0.5906461465
948	0.5906356708
949	0.5906282281
950	0.5906195796
951	0.5906050277
952	0.5905911033
953	0.5905757565
954	0.590560476
955	0.5905467689
956	0.5905384277
957	0.5905174952
958	0.5905063308
959	0.5904916292
960	0.5904810722
961	0.5904696178
962	0.590456798
963	0.5904436483
964	0.5904276428
965	0.5904111281
966	0.5903937929
967	0.5903856176
968	0.5903750886
969	0.5903636602
970	0.5903503592
971	0.5903408701
972	0.5903322431
973	0.5903185641
974	0.5903039954
975	0.5902906971
976	0.5902731314
977	0.590262605
978	0.5902528631
979	0.5902352385
980	0.5902216095
981	0.5902089646
982	0.5902010026
983	0.5901912131
984	0.590188565
985	0.590177881
986	0.5901651756
987	0.590148191
988	0.5901357081
989	0.5901168431
990	0.5901025476
991	0.5900910231
992	0.5900790569
993	0.5900689626
994	0.5900564552
995	0.5900498467
996	0.5900404237
997	0.5900301326
998	0.590019752
999	0.5900067057
1000	0.5899967028
1001	0.5899857209
1002	0.5899708703
1003	0.5899568713
1004	0.5899423037
1005	0.5899303211
1006	0.5899168121
1007	0.589905962
1008	0.5898939581
1009	0.5898801824
1010	0.5898667828
1011	0.5898502245
1012	0.5898361145
1013	0.5898303193
1014	0.5898154015
1015	0.5898034797
1016	0.589795505
1017	0.5897883743
1018	0.589784655
1019	0.5897682955
1020	0.5897538262
1021	0.5897402559
1022	0.5897304107
1023	0.5897208157
1024	0.5897056061
1025	0.5896910558
1026	0.5896796538
1027	0.5896652949
1028	0.5896560297
1029	0.5896416284
1030	0.5896281348
1031	0.5896173558
1032	0.5896068511
1033	0.5895944789
1034	0.5895766998
1035	0.5895637091
1036	0.5895496779
1037	0.5895365728
1038	0.5895286044
1039	0.5895145188
1040	0.5895025053
1041	0.5894892108
1042	0.589476652
1043	0.5894634657
1044	0.5894501047
1045	0.5894424092
1046	0.5894320706
1047	0.5894202767
1048	0.5894077423
1049	0.5893998617
1050	0.5893918871
1051	0.5893793586
1052	0.5893687944
1053	0.5893548683
1054	0.5893418823
1055	0.5893303364
1056	0.5893211385
1057	0.5893020143
1058	0.5892891669
1059	0.5892775498
1060	0.5892616731
1061	0.5892516212
1062	0.5892397353
1063	0.5892232866
1064	0.5892109276
1065	0.5891949873
1066	0.589182683
1067	0.5891750102
1068	0.5891636634
1069	0.58915249
1070	0.589140855
1071	0.5891264615
1072	0.5891092814
1073	0.5890992126
1074	0.589089171
